datetime,savoy_flow,savoy_height,osage_creek_flow,osage_creek_height,hwy_16_flow,hwy_16_height,hwy_59_height,lake_francis_height,watts_ok_flow,watts_ok_height
2026-04-03 23:15:00+00:00,34.8,2.19,107.0,2.66,221.0,6.11,2.93,909.8,,
2026-04-03 23:30:00+00:00,35.7,2.2,107.0,2.66,221.0,6.11,2.93,909.85,327.0,2.54
2026-04-03 23:45:00+00:00,35.7,2.2,107.0,2.66,221.0,6.11,2.92,909.91,,
2026-04-04 00:00:00+00:00,35.7,2.2,107.0,2.66,221.0,6.11,2.92,909.96,307.0,2.47
2026-04-04 00:15:00+00:00,35.7,2.2,108.0,2.67,226.0,6.13,2.92,910.01,,
2026-04-04 00:30:00+00:00,35.7,2.2,108.0,2.67,226.0,6.13,2.92,910.05,295.0,2.43
2026-04-04 00:45:00+00:00,36.6,2.21,107.0,2.66,224.0,6.12,2.91,910.08,,
2026-04-04 01:00:00+00:00,35.7,2.2,107.0,2.66,224.0,6.12,2.92,910.11,298.0,2.44
2026-04-04 01:15:00+00:00,36.6,2.21,107.0,2.66,226.0,6.13,2.92,910.14,,
2026-04-04 01:30:00+00:00,36.6,2.21,107.0,2.66,224.0,6.12,2.92,910.17,307.0,2.47
2026-04-04 01:45:00+00:00,36.6,2.21,108.0,2.67,224.0,6.12,2.92,910.19,,
2026-04-04 02:00:00+00:00,36.6,2.21,108.0,2.67,224.0,6.12,2.92,910.21,315.0,2.5
2026-04-04 02:15:00+00:00,36.6,2.21,108.0,2.67,224.0,6.12,2.91,910.22,,
2026-04-04 02:30:00+00:00,36.6,2.21,108.0,2.67,224.0,6.12,2.92,910.23,327.0,2.54
2026-04-04 02:45:00+00:00,36.6,2.21,108.0,2.67,224.0,6.12,2.91,910.24,,
2026-04-04 03:00:00+00:00,36.6,2.21,108.0,2.67,224.0,6.12,2.92,910.25,335.0,2.57
2026-04-04 03:15:00+00:00,37.5,2.22,108.0,2.67,224.0,6.12,2.91,910.26,,
2026-04-04 03:30:00+00:00,37.5,2.22,108.0,2.67,224.0,6.12,2.91,910.26,344.0,2.6
2026-04-04 03:45:00+00:00,36.6,2.21,108.0,2.67,224.0,6.12,2.91,910.27,,
2026-04-04 04:00:00+00:00,37.5,2.22,108.0,2.67,221.0,6.11,2.91,910.27,350.0,2.62
2026-04-04 04:15:00+00:00,37.5,2.22,107.0,2.66,221.0,6.11,2.91,910.28,,
2026-04-04 04:30:00+00:00,37.5,2.22,107.0,2.66,224.0,6.12,2.91,910.28,354.0,2.63
2026-04-04 04:45:00+00:00,37.5,2.22,107.0,2.66,221.0,6.11,2.91,910.28,,
2026-04-04 05:00:00+00:00,37.5,2.22,108.0,2.67,221.0,6.11,2.9,910.28,357.0,2.64
2026-04-04 05:15:00+00:00,37.5,2.22,108.0,2.67,221.0,6.11,2.9,910.28,,
2026-04-04 05:30:00+00:00,37.5,2.22,108.0,2.67,221.0,6.11,2.9,910.29,360.0,2.65
2026-04-04 05:45:00+00:00,37.5,2.22,108.0,2.67,218.0,6.1,2.91,910.28,,
2026-04-04 06:00:00+00:00,39.4,2.24,108.0,2.67,224.0,6.12,2.92,910.32,360.0,2.65
2026-04-04 06:15:00+00:00,43.4,2.28,110.0,2.68,226.0,6.13,2.93,910.33,,
2026-04-04 06:30:00+00:00,44.4,2.29,113.0,2.7,226.0,6.13,2.95,910.32,363.0,2.66
2026-04-04 06:45:00+00:00,44.4,2.29,116.0,2.72,229.0,6.14,2.96,910.33,,
2026-04-04 07:00:00+00:00,44.4,2.29,118.0,2.73,232.0,6.15,2.96,910.34,357.0,2.64
2026-04-04 07:15:00+00:00,45.4,2.3,120.0,2.74,232.0,6.15,2.96,910.34,,
2026-04-04 07:30:00+00:00,45.4,2.3,121.0,2.75,232.0,6.15,2.96,910.34,375.0,2.7
2026-04-04 07:45:00+00:00,46.5,2.31,125.0,2.77,234.0,6.16,2.97,910.35,,
2026-04-04 08:00:00+00:00,46.5,2.31,127.0,2.78,237.0,6.17,2.98,910.36,382.0,2.72
2026-04-04 08:15:00+00:00,47.5,2.32,130.0,2.8,237.0,6.17,2.98,910.36,,
2026-04-04 08:30:00+00:00,48.6,2.33,132.0,2.81,240.0,6.18,2.98,910.36,395.0,2.76
2026-04-04 08:45:00+00:00,48.6,2.33,133.0,2.82,240.0,6.18,2.99,910.37,,
2026-04-04 09:00:00+00:00,50.7,2.35,135.0,2.83,240.0,6.18,3.0,910.37,395.0,2.76
2026-04-04 09:15:00+00:00,51.9,2.36,137.0,2.84,237.0,6.17,3.01,910.38,,
2026-04-04 09:30:00+00:00,53.0,2.37,139.0,2.85,243.0,6.19,3.01,910.38,411.0,2.81
2026-04-04 09:45:00+00:00,53.0,2.37,141.0,2.86,245.0,6.2,3.02,910.38,,
2026-04-04 10:00:00+00:00,54.1,2.38,183.0,3.08,248.0,6.21,3.01,910.39,405.0,2.79
2026-04-04 10:15:00+00:00,57.6,2.41,418.0,4.0,248.0,6.21,3.02,910.39,,
2026-04-04 10:30:00+00:00,66.1,2.48,552.0,4.41,248.0,6.21,3.02,910.39,401.0,2.78
2026-04-04 10:45:00+00:00,76.6,2.56,605.0,4.56,251.0,6.22,3.03,910.4,,
2026-04-04 11:00:00+00:00,107.0,2.76,605.0,4.56,254.0,6.23,3.03,910.4,415.0,2.82
2026-04-04 11:15:00+00:00,344.0,3.78,602.0,4.55,257.0,6.24,3.04,910.41,,
2026-04-04 11:30:00+00:00,917.0,5.2,595.0,4.53,257.0,6.24,3.05,910.41,411.0,2.81
2026-04-04 11:45:00+00:00,1400.0,6.09,591.0,4.52,263.0,6.26,3.05,910.41,,
2026-04-04 12:00:00+00:00,1680.0,6.66,587.0,4.51,263.0,6.26,3.06,910.42,415.0,2.82
2026-04-04 12:15:00+00:00,1880.0,7.08,602.0,4.55,268.0,6.28,3.08,910.42,,
2026-04-04 12:30:00+00:00,2010.0,7.32,628.0,4.62,268.0,6.28,3.09,910.43,415.0,2.82
2026-04-04 12:45:00+00:00,2110.0,7.5,646.0,4.67,271.0,6.29,3.09,910.43,,
2026-04-04 13:00:00+00:00,2160.0,7.6,658.0,4.7,274.0,6.3,3.1,910.44,432.0,2.87
2026-04-04 13:15:00+00:00,2210.0,7.69,677.0,4.75,281.0,6.32,3.11,910.44,,
2026-04-04 13:30:00+00:00,2250.0,7.75,692.0,4.79,284.0,6.33,3.11,910.44,446.0,2.91
2026-04-04 13:45:00+00:00,2290.0,7.83,696.0,4.8,284.0,6.33,3.14,910.44,,
2026-04-04 14:00:00+00:00,2320.0,7.88,700.0,4.81,287.0,6.34,3.14,910.45,449.0,2.92
2026-04-04 14:15:00+00:00,2370.0,7.97,716.0,4.85,290.0,6.35,3.16,910.45,,
2026-04-04 14:30:00+00:00,2410.0,8.04,736.0,4.9,293.0,6.36,3.17,910.45,449.0,2.92
2026-04-04 14:45:00+00:00,2490.0,8.17,772.0,4.99,296.0,6.37,3.19,910.45,,
2026-04-04 15:00:00+00:00,2560.0,8.29,789.0,5.03,299.0,6.38,3.21,910.45,457.0,2.94
2026-04-04 15:15:00+00:00,2640.0,8.43,816.0,5.09,303.0,6.39,3.22,910.46,,
2026-04-04 15:30:00+00:00,2770.0,8.65,843.0,5.15,306.0,6.4,3.23,910.47,464.0,2.96
2026-04-04 15:45:00+00:00,2860.0,8.8,848.0,5.16,312.0,6.42,3.23,910.44,,
2026-04-04 16:00:00+00:00,2950.0,8.96,857.0,5.18,319.0,6.44,3.26,910.39,505.0,3.07
2026-04-04 16:15:00+00:00,3040.0,9.11,862.0,5.19,353.0,6.54,3.27,910.35,,
2026-04-04 16:30:00+00:00,3130.0,9.26,862.0,5.19,506.0,6.92,3.29,910.32,536.0,3.15
2026-04-04 16:45:00+00:00,3200.0,9.37,857.0,5.18,873.0,7.6,3.32,910.29,,
2026-04-04 17:00:00+00:00,3250.0,9.45,839.0,5.14,1490.0,8.38,3.35,910.3,540.0,3.16
2026-04-04 17:15:00+00:00,3280.0,9.49,816.0,5.09,2110.0,9.08,3.42,910.34,,
2026-04-04 17:30:00+00:00,3290.0,9.51,798.0,5.05,2560.0,9.56,3.5,910.39,552.0,3.19
2026-04-04 17:45:00+00:00,3280.0,9.49,772.0,4.99,2890.0,9.89,3.57,910.45,,
2026-04-04 18:00:00+00:00,3260.0,9.47,744.0,4.92,3190.0,10.17,3.72,910.5,597.0,3.3
2026-04-04 18:15:00+00:00,3210.0,9.39,724.0,4.87,3390.0,10.36,4.1,910.56,,
2026-04-04 18:30:00+00:00,3150.0,9.29,704.0,4.82,3570.0,10.54,4.79,910.61,685.0,3.5
2026-04-04 18:45:00+00:00,3080.0,9.18,684.0,4.77,3710.0,10.67,5.42,910.61,,
2026-04-04 19:00:00+00:00,2980.0,9.0,665.0,4.72,3860.0,10.81,5.94,910.63,827.0,3.85
2026-04-04 19:15:00+00:00,2890.0,8.85,,4.67,,10.99,6.4,910.72,,
2026-04-04 19:30:00+00:00,2770.0,8.66,,4.62,,11.11,,910.85,1020.0,4.27
2026-04-04 19:45:00+00:00,2690.0,8.52,,4.57,,11.22,,,,
2026-04-04 20:00:00+00:00,2540.0,8.26,,4.52,,11.27,,,,
