,savoy_flow,savoy_height,osage_creek_flow,osage_creek_height,hwy_16_flow,hwy_16_height,hwy_59_height,lake_francis_height,watts_ok_flow,watts_ok_height,day_of_year,seasonal_cycle,hour_of_day,hour_sin,hour_cos,precip_expected_mm_saturation,precip_fayetteville_saturation,precip_springdale_saturation,precip_bentonville_saturation,savoy_height_3h_ago,savoy_height_6h_ago,savoy_height_12h_ago,savoy_height_24h_ago,savoy_height_trend_6h,savoy_height_trend_24h,osage_creek_flow_3h_ago,osage_creek_flow_6h_ago,osage_creek_flow_12h_ago,osage_creek_flow_24h_ago,osage_creek_flow_trend_6h,osage_creek_flow_trend_24h,savoy_trend,hwy_16_flow_3h_ago,hwy_16_flow_6h_ago,hwy_16_flow_12h_ago,hwy_16_flow_trend_6h,hwy_16_height_3h_ago,hwy_16_height_6h_ago,hwy_16_height_12h_ago,hwy_16_height_trend_6h,qpf_next_6h,qpf_next_12h,qpf_next_24h,hwy_59_flow_est,hwy_59_height_3h_ago,hwy_59_height_6h_ago,hwy_59_height_trend_6h,hwy_59_flow_est_3h_ago,hwy_59_flow_est_6h_ago,hwy_59_flow_est_trend_6h,precip_111101030606,precip_111101030607,precip_111101030401,precip_111101030201,precip_111101030204,precip_111101030302,precip_111101030305,precip_111101030102,precip_111101030103,precip_111101030601,precip_111101030504,precip_111101030605,precip_111101030202,precip_111101030606_3h_ago,precip_111101030606_6h_ago,precip_111101030606_12h_ago,precip_111101030606_3h_sum,precip_111101030606_6h_sum,precip_111101030606_24h_sum,precip_111101030606_48h_sum,precip_111101030606_168h_sum,precip_111101030606_720h_sum,precip_111101030606_runoff_risk,precip_111101030607_3h_ago,precip_111101030607_6h_ago,precip_111101030607_12h_ago,precip_111101030607_3h_sum,precip_111101030607_6h_sum,precip_111101030607_24h_sum,precip_111101030607_48h_sum,precip_111101030607_168h_sum,precip_111101030607_720h_sum,precip_111101030607_runoff_risk,precip_111101030401_3h_ago,precip_111101030401_6h_ago,precip_111101030401_12h_ago,precip_111101030401_3h_sum,precip_111101030401_6h_sum,precip_111101030401_24h_sum,precip_111101030401_48h_sum,precip_111101030401_168h_sum,precip_111101030401_720h_sum,precip_111101030401_runoff_risk,precip_111101030201_3h_ago,precip_111101030201_6h_ago,precip_111101030201_12h_ago,precip_111101030201_3h_sum,precip_111101030201_6h_sum,precip_111101030201_24h_sum,precip_111101030201_48h_sum,precip_111101030201_168h_sum,precip_111101030201_720h_sum,precip_111101030201_runoff_risk,precip_111101030204_3h_ago,precip_111101030204_6h_ago,precip_111101030204_12h_ago,precip_111101030204_3h_sum,precip_111101030204_6h_sum,precip_111101030204_24h_sum,precip_111101030204_48h_sum,precip_111101030204_168h_sum,precip_111101030204_720h_sum,precip_111101030204_runoff_risk,precip_111101030302_3h_ago,precip_111101030302_6h_ago,precip_111101030302_12h_ago,precip_111101030302_3h_sum,precip_111101030302_6h_sum,precip_111101030302_24h_sum,precip_111101030302_48h_sum,precip_111101030302_168h_sum,precip_111101030302_720h_sum,precip_111101030302_runoff_risk,precip_111101030305_3h_ago,precip_111101030305_6h_ago,precip_111101030305_12h_ago,precip_111101030305_3h_sum,precip_111101030305_6h_sum,precip_111101030305_24h_sum,precip_111101030305_48h_sum,precip_111101030305_168h_sum,precip_111101030305_720h_sum,precip_111101030305_runoff_risk,precip_111101030102_3h_ago,precip_111101030102_6h_ago,precip_111101030102_12h_ago,precip_111101030102_3h_sum,precip_111101030102_6h_sum,precip_111101030102_24h_sum,precip_111101030102_48h_sum,precip_111101030102_168h_sum,precip_111101030102_720h_sum,precip_111101030102_runoff_risk,precip_111101030103_3h_ago,precip_111101030103_6h_ago,precip_111101030103_12h_ago,precip_111101030103_3h_sum,precip_111101030103_6h_sum,precip_111101030103_24h_sum,precip_111101030103_48h_sum,precip_111101030103_168h_sum,precip_111101030103_720h_sum,precip_111101030103_runoff_risk,precip_111101030601_3h_ago,precip_111101030601_6h_ago,precip_111101030601_12h_ago,precip_111101030601_3h_sum,precip_111101030601_6h_sum,precip_111101030601_24h_sum,precip_111101030601_48h_sum,precip_111101030601_168h_sum,precip_111101030601_720h_sum,precip_111101030601_runoff_risk,precip_111101030504_3h_ago,precip_111101030504_6h_ago,precip_111101030504_12h_ago,precip_111101030504_3h_sum,precip_111101030504_6h_sum,precip_111101030504_24h_sum,precip_111101030504_48h_sum,precip_111101030504_168h_sum,precip_111101030504_720h_sum,precip_111101030504_runoff_risk,precip_111101030605_3h_ago,precip_111101030605_6h_ago,precip_111101030605_12h_ago,precip_111101030605_3h_sum,precip_111101030605_6h_sum,precip_111101030605_24h_sum,precip_111101030605_48h_sum,precip_111101030605_168h_sum,precip_111101030605_720h_sum,precip_111101030605_runoff_risk,precip_111101030202_3h_ago,precip_111101030202_6h_ago,precip_111101030202_12h_ago,precip_111101030202_3h_sum,precip_111101030202_6h_sum,precip_111101030202_24h_sum,precip_111101030202_48h_sum,precip_111101030202_168h_sum,precip_111101030202_720h_sum,precip_111101030202_runoff_risk
2026-06-19 23:30:00+00:00,189.0,3.0,247.0,3.35,597.0,7.1,3.94,910.9,890.0,3.91,170,0.2135209154397961,23,-0.2588190451025215,0.965925826289068,0.0,0.0,0.0,0.0,3.08,3.16,3.08,3.16,0.0,-0.02,250.0,279.0,250.0,279.0,0.0,-3.0,0.0099999999999997,666.0,690.0,666.0,-11.0,7.22,7.26,7.22,-0.0200000000000004,0.0,0.0,0.0,757.3232323232323,4.07,4.12,-0.0300000000000002,825.6222222222223,855.7534246575342,-22.55033089515848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,1.7,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.1000000000000005,7.3,22.6,22.6,0.0,0.0,0.0,0.25,0.0,0.0,9.799999999999999,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.3,0.0,0.0,1.4000000000000001,3.9,19.975,19.975,0.0,0.0,0.0,0.05,0.0,0.0,0.30000000000000004,1.8,19.7,19.7,0.0,0.0,0.0,0.225,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,6.0,18.5,18.5,0.0,0.0,0.0,0.05,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 00:00:00+00:00,187.0,2.99,247.0,3.35,591.0,7.09,3.94,910.9,885.0,3.9,171,0.1966728897935764,0,0.0,1.0,0.0,0.0,0.0,0.0,3.07,3.17,3.07,3.17,0.0,-0.0199999999999995,250.0,284.0,250.0,284.0,2.0,0.0,-0.0099999999999997,660.0,690.0,660.0,-11.0,7.21,7.26,7.21,-0.0200000000000004,0.0,0.0,0.0,757.3232323232323,4.07,4.12,-0.02,825.6222222222223,855.7534246575342,-11.343434343434296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,1.6749999999999998,2.9,23.5,23.5,0.0,0.0,0.0,1.2,0.0,0.0,5.075,7.3,22.6,22.6,0.0,0.0,0.0,2.15,0.0,0.0,9.775,10.6,41.9,41.9,0.0,0.0,0.0,0.825,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,1.175,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.025,0.0,0.0,1.4000000000000001,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.275,1.8,19.7,19.7,0.0,0.0,0.0,2.3,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,2.05,0.0,0.0,8.274999999999999,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000000000001,1.6,25.5,25.5,0.0,0.0,0.0,0.9,0.0,0.0,3.75,6.0,18.5,18.5,0.0,0.0,0.0,0.15,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.175,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 00:30:00+00:00,187.0,2.99,247.0,3.35,597.0,7.1,3.93,910.89,879.0,3.89,171,0.1966728897935764,0,0.0,1.0,0.0,0.0,0.0,0.0,3.07,3.16,3.07,3.16,-0.0099999999999997,-0.0199999999999995,247.0,284.0,247.0,284.0,0.0,2.0,0.0,660.0,690.0,660.0,0.0,7.21,7.26,7.21,0.0,0.0,0.0,0.0,745.6543209876543,4.07,4.12,-0.0299999999999998,825.6222222222223,855.7534246575342,-23.01234567901236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,1.625,2.9,23.5,23.5,0.0,0.0,0.0,1.2,0.0,0.0,5.025,7.3,22.6,22.6,0.0,0.0,0.0,2.15,0.0,0.0,9.725,10.6,41.9,41.9,0.0,0.0,0.0,0.825,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,1.175,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.025,0.0,0.0,1.4000000000000001,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.225,1.8,19.7,19.7,0.0,0.0,0.0,2.3,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,2.05,0.0,0.0,8.224999999999998,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.6,25.5,25.5,0.0,0.0,0.0,0.9,0.0,0.0,3.6500000000000004,6.0,18.5,18.5,0.0,0.0,0.0,0.15,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.175,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 01:00:00+00:00,187.0,2.99,245.0,3.34,591.0,7.09,3.92,910.89,879.0,3.89,171,0.1966728897935764,1,0.2588190451025207,0.9659258262890684,0.0,0.0,0.0,0.0,3.06,3.16,3.06,3.16,-0.0099999999999997,-0.0199999999999995,245.0,281.0,245.0,281.0,-2.0,-2.0,-0.0099999999999997,660.0,690.0,660.0,-6.0,7.21,7.26,7.21,-0.0099999999999997,0.0,0.0,0.0,739.1052631578947,4.07,4.11,-0.02,825.6222222222223,847.054794520548,-18.21796916533765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.05,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.375,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 01:30:00+00:00,187.0,2.99,242.0,3.33,591.0,7.09,3.91,910.89,874.0,3.88,171,0.1966728897935764,1,0.2588190451025207,0.9659258262890684,0.0,0.0,0.0,0.0,3.06,3.16,3.06,3.16,0.0,-0.0099999999999997,242.0,279.0,242.0,279.0,-5.0,-8.0,0.0,654.0,684.0,654.0,0.0,7.2,7.25,7.2,0.0,0.0,0.0,0.0,739.0297029702971,4.05,4.11,-0.0299999999999998,813.1946902654868,847.054794520548,-18.29352935293525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.05,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.325,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 02:00:00+00:00,185.0,2.98,240.0,3.32,585.0,7.08,3.9,910.88,874.0,3.88,171,0.1966728897935764,2,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,0.0,3.05,3.15,3.05,3.15,-0.0100000000000002,-0.02,245.0,279.0,245.0,279.0,-7.0,-10.0,0.0,654.0,678.0,654.0,-12.0,7.2,7.24,7.2,-0.0199999999999995,0.0,0.0,0.0,734.9433962264151,4.05,4.1,-0.0300000000000002,813.1946902654868,833.4683544303797,-10.710924761239198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 02:30:00+00:00,185.0,2.98,238.0,3.31,585.0,7.08,3.9,910.88,869.0,3.87,171,0.1966728897935764,2,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,0.0,3.04,3.15,3.04,3.15,-0.0100000000000002,-0.02,245.0,276.0,245.0,276.0,-7.0,-12.0,0.0,648.0,678.0,648.0,-6.0,7.19,7.24,7.19,-0.0099999999999997,0.0,0.0,0.0,734.9433962264151,4.05,4.1,-0.02,813.1946902654868,833.4683544303797,-4.161866931479608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 03:00:00+00:00,182.0,2.97,235.0,3.3,580.0,7.07,3.91,910.87,863.0,3.86,171,0.1966728897935764,3,0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,3.04,3.14,3.04,3.14,-0.02,-0.02,245.0,271.0,245.0,271.0,-7.0,-15.0,0.0,648.0,672.0,648.0,-11.0,7.19,7.23,7.19,-0.0199999999999995,0.0,0.0,0.0,739.0297029702971,4.04,4.1,0.0,804.7113402061856,833.4683544303797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 03:30:00+00:00,182.0,2.97,238.0,3.31,585.0,7.08,3.91,910.87,869.0,3.87,171,0.1966728897935764,3,0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,3.03,3.14,3.03,3.14,-0.0099999999999997,-0.0299999999999998,245.0,271.0,245.0,271.0,-2.0,-12.0,0.0,642.0,672.0,642.0,0.0,7.18,7.23,7.18,0.0,0.0,0.0,0.0,739.0297029702971,4.04,4.09,0.0100000000000002,804.7113402061856,837.4220183486239,4.086306743882005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 04:00:00+00:00,182.0,2.97,238.0,3.31,580.0,7.07,3.89,910.87,863.0,3.86,171,0.1966728897935764,4,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,3.02,3.14,3.02,3.14,-0.0099999999999997,-0.0299999999999998,250.0,271.0,250.0,271.0,0.0,-9.0,0.0,642.0,672.0,642.0,-5.0,7.18,7.23,7.18,-0.0099999999999997,0.0,0.0,0.0,729.8666666666667,4.04,4.1,-0.0099999999999997,804.7113402061856,833.4683544303797,-5.076729559748401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.025,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 04:30:00+00:00,180.0,2.96,238.0,3.31,580.0,7.07,3.89,910.86,863.0,3.86,171,0.1966728897935764,4,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,3.02,3.13,3.02,3.13,-0.0100000000000002,-0.0300000000000002,250.0,271.0,250.0,271.0,3.0,-7.0,-0.0100000000000002,642.0,672.0,642.0,0.0,7.18,7.23,7.18,0.0,0.0,0.0,0.0,729.8666666666667,4.03,4.07,-0.02,803.9770114942529,825.6222222222223,-9.163036303630406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.025,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 05:00:00+00:00,180.0,2.96,235.0,3.3,580.0,7.07,3.89,910.86,858.0,3.85,171,0.1966728897935764,5,0.9659258262890684,0.2588190451025207,0.0,0.0,0.0,0.0,3.02,3.13,3.02,3.13,-0.0100000000000002,-0.04,250.0,271.0,250.0,271.0,-3.0,-12.0,0.0,636.0,666.0,636.0,-5.0,7.17,7.22,7.17,-0.0099999999999997,0.0,0.0,0.0,729.8666666666667,4.03,4.08,-0.02,803.9770114942529,832.59375,-9.163036303630406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
2026-06-20 05:30:00+00:00,180.0,2.96,235.0,3.3,574.0,7.06,3.87,910.86,853.0,3.84,171,0.1966728897935764,5,0.9659258262890684,0.2588190451025207,0.0,0.0,0.0,0.0,3.02,3.12,3.02,3.12,-0.0100000000000002,-0.04,250.0,269.0,250.0,269.0,-3.0,-12.0,0.0,636.0,672.0,636.0,-6.0,7.17,7.23,7.17,-0.0100000000000006,0.0,0.0,0.0,722.0887096774194,4.02,4.08,-0.02,795.6782608695652,832.59375,-7.777956989247286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.9,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,22.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.6,41.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0,34.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.4,31.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.9,19.975,19.975,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,16.299999999999997,17.099999999999998,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.899999999999999,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,5.7,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5,24.1,24.1,0.0
