,savoy_flow,savoy_height,osage_creek_flow,osage_creek_height,hwy_16_flow,hwy_16_height,hwy_59_height,lake_francis_height,watts_ok_flow,watts_ok_height,day_of_year,seasonal_cycle,hour_of_day,hour_sin,hour_cos,precip_expected_mm_saturation,precip_fayetteville_saturation,precip_springdale_saturation,precip_bentonville_saturation,savoy_height_3h_ago,savoy_height_6h_ago,savoy_height_12h_ago,savoy_height_24h_ago,savoy_height_trend_6h,savoy_height_trend_24h,osage_creek_flow_3h_ago,osage_creek_flow_6h_ago,osage_creek_flow_12h_ago,osage_creek_flow_24h_ago,osage_creek_flow_trend_6h,osage_creek_flow_trend_24h,savoy_trend,hwy_16_flow_3h_ago,hwy_16_flow_6h_ago,hwy_16_flow_12h_ago,hwy_16_flow_trend_6h,hwy_16_height_3h_ago,hwy_16_height_6h_ago,hwy_16_height_12h_ago,hwy_16_height_trend_6h,qpf_next_6h,qpf_next_12h,qpf_next_24h,hwy_59_flow_est,hwy_59_height_3h_ago,hwy_59_height_6h_ago,hwy_59_height_trend_6h,hwy_59_flow_est_3h_ago,hwy_59_flow_est_6h_ago,hwy_59_flow_est_trend_6h,precip_111101030606,precip_111101030607,precip_111101030401,precip_111101030201,precip_111101030204,precip_111101030302,precip_111101030305,precip_111101030102,precip_111101030103,precip_111101030601,precip_111101030504,precip_111101030605,precip_111101030202,precip_111101030606_3h_ago,precip_111101030606_6h_ago,precip_111101030606_12h_ago,precip_111101030606_3h_sum,precip_111101030606_6h_sum,precip_111101030606_24h_sum,precip_111101030606_48h_sum,precip_111101030606_168h_sum,precip_111101030606_720h_sum,precip_111101030606_runoff_risk,precip_111101030607_3h_ago,precip_111101030607_6h_ago,precip_111101030607_12h_ago,precip_111101030607_3h_sum,precip_111101030607_6h_sum,precip_111101030607_24h_sum,precip_111101030607_48h_sum,precip_111101030607_168h_sum,precip_111101030607_720h_sum,precip_111101030607_runoff_risk,precip_111101030401_3h_ago,precip_111101030401_6h_ago,precip_111101030401_12h_ago,precip_111101030401_3h_sum,precip_111101030401_6h_sum,precip_111101030401_24h_sum,precip_111101030401_48h_sum,precip_111101030401_168h_sum,precip_111101030401_720h_sum,precip_111101030401_runoff_risk,precip_111101030201_3h_ago,precip_111101030201_6h_ago,precip_111101030201_12h_ago,precip_111101030201_3h_sum,precip_111101030201_6h_sum,precip_111101030201_24h_sum,precip_111101030201_48h_sum,precip_111101030201_168h_sum,precip_111101030201_720h_sum,precip_111101030201_runoff_risk,precip_111101030204_3h_ago,precip_111101030204_6h_ago,precip_111101030204_12h_ago,precip_111101030204_3h_sum,precip_111101030204_6h_sum,precip_111101030204_24h_sum,precip_111101030204_48h_sum,precip_111101030204_168h_sum,precip_111101030204_720h_sum,precip_111101030204_runoff_risk,precip_111101030302_3h_ago,precip_111101030302_6h_ago,precip_111101030302_12h_ago,precip_111101030302_3h_sum,precip_111101030302_6h_sum,precip_111101030302_24h_sum,precip_111101030302_48h_sum,precip_111101030302_168h_sum,precip_111101030302_720h_sum,precip_111101030302_runoff_risk,precip_111101030305_3h_ago,precip_111101030305_6h_ago,precip_111101030305_12h_ago,precip_111101030305_3h_sum,precip_111101030305_6h_sum,precip_111101030305_24h_sum,precip_111101030305_48h_sum,precip_111101030305_168h_sum,precip_111101030305_720h_sum,precip_111101030305_runoff_risk,precip_111101030102_3h_ago,precip_111101030102_6h_ago,precip_111101030102_12h_ago,precip_111101030102_3h_sum,precip_111101030102_6h_sum,precip_111101030102_24h_sum,precip_111101030102_48h_sum,precip_111101030102_168h_sum,precip_111101030102_720h_sum,precip_111101030102_runoff_risk,precip_111101030103_3h_ago,precip_111101030103_6h_ago,precip_111101030103_12h_ago,precip_111101030103_3h_sum,precip_111101030103_6h_sum,precip_111101030103_24h_sum,precip_111101030103_48h_sum,precip_111101030103_168h_sum,precip_111101030103_720h_sum,precip_111101030103_runoff_risk,precip_111101030601_3h_ago,precip_111101030601_6h_ago,precip_111101030601_12h_ago,precip_111101030601_3h_sum,precip_111101030601_6h_sum,precip_111101030601_24h_sum,precip_111101030601_48h_sum,precip_111101030601_168h_sum,precip_111101030601_720h_sum,precip_111101030601_runoff_risk,precip_111101030504_3h_ago,precip_111101030504_6h_ago,precip_111101030504_12h_ago,precip_111101030504_3h_sum,precip_111101030504_6h_sum,precip_111101030504_24h_sum,precip_111101030504_48h_sum,precip_111101030504_168h_sum,precip_111101030504_720h_sum,precip_111101030504_runoff_risk,precip_111101030605_3h_ago,precip_111101030605_6h_ago,precip_111101030605_12h_ago,precip_111101030605_3h_sum,precip_111101030605_6h_sum,precip_111101030605_24h_sum,precip_111101030605_48h_sum,precip_111101030605_168h_sum,precip_111101030605_720h_sum,precip_111101030605_runoff_risk,precip_111101030202_3h_ago,precip_111101030202_6h_ago,precip_111101030202_12h_ago,precip_111101030202_3h_sum,precip_111101030202_6h_sum,precip_111101030202_24h_sum,precip_111101030202_48h_sum,precip_111101030202_168h_sum,precip_111101030202_720h_sum,precip_111101030202_runoff_risk
2026-06-15 01:30:00+00:00,1310.0,5.81,573.0,4.45,4530.0,11.38,11.16,914.58,7950.0,10.95,166,0.2802306751992159,1,0.2588190451025207,0.9659258262890684,0.0,0.0,0.0,0.0,10.37,3.04,10.37,3.04,-0.2200000000000006,-1.3400000000000007,2480.0,204.0,2480.0,204.0,-55.0,-329.0,-0.04,1930.0,564.0,1930.0,-840.0,8.72,7.04,8.72,-0.7699999999999996,0.0,0.0,0.0,7250.0,6.64,3.91,-1.0700000000000005,2591.818181818182,739.0297029702971,-1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.025,0.0,0.0,0.025,30.7,30.7,30.7,30.7,0.7675000000000001,0.0,0.0,0.0,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,15.924999999999999,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.025,0.0,0.0,0.025,28.5,28.5,28.5,28.5,0.7125,0.0,0.025,0.0,0.0,0.025,28.2,28.2,28.2,28.2,0.7050000000000001,0.0,0.0,0.0,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.025,0.0,0.0,0.025,12.4,12.4,12.4,12.4,0.31000000000000005,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 02:00:00+00:00,1270.0,5.74,562.0,4.42,4350.0,11.21,10.81,914.45,7590.0,10.7,166,0.2802306751992159,2,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,0.0,10.27,3.04,10.27,3.04,-0.2199999999999997,-1.2199999999999998,2270.0,213.0,2270.0,213.0,-47.0,-294.0,-0.0299999999999993,3420.0,558.0,3420.0,-710.0,10.29,7.03,10.29,-0.6599999999999984,0.0,0.0,0.0,6815.0,6.57,3.91,-1.08,2534.705882352941,739.0297029702971,-1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.0,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.0,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.025,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 02:30:00+00:00,1230.0,5.67,552.0,4.39,4210.0,11.08,10.46,914.28,7200.0,10.42,166,0.2802306751992159,2,0.4999999999999999,0.8660254037844387,0.0,0.0,0.0,0.0,10.16,3.03,10.16,3.03,-0.2199999999999997,-1.1399999999999997,2030.0,213.0,2030.0,213.0,-46.0,-259.0,-0.04,4770.0,553.0,4770.0,-550.0,11.6,7.02,11.6,-0.5099999999999998,0.0,0.0,0.0,6400.0,6.57,3.89,-1.0699999999999985,2534.705882352941,729.8666666666667,-1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.0,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.0,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.025,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 03:00:00+00:00,1200.0,5.6,542.0,4.36,4040.0,10.92,10.16,914.12,6770.0,10.11,166,0.2802306751992159,3,0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,9.93,3.03,9.93,3.03,-0.2099999999999999,-1.0600000000000005,1840.0,213.0,1840.0,213.0,-31.0,-230.0,-0.0300000000000002,5890.0,553.0,5890.0,-490.0,12.61,7.02,12.61,-0.4600000000000008,0.0,0.0,0.0,6045.0,7.16,3.89,-1.0,3019.1666666666665,729.8666666666667,-1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.05,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.025,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.025,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.05,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.05,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.05,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 03:30:00+00:00,1160.0,5.53,531.0,4.33,3870.0,10.75,9.88,913.96,6360.0,9.8,166,0.2802306751992159,3,0.7071067811865475,0.7071067811865476,0.0,0.0,0.0,0.0,9.59,3.02,9.59,3.02,-0.2099999999999999,-1.0,1680.0,217.0,1680.0,217.0,-31.0,-209.0,-0.04,6680.0,553.0,6680.0,-480.0,13.27,7.02,13.27,-0.4600000000000008,0.0,0.0,0.0,5730.0,8.19,3.88,-0.9299999999999996,3960.0,722.4545454545455,-1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.05,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.025,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.025,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.05,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.05,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.05,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 04:00:00+00:00,1140.0,5.47,521.0,4.3,3730.0,10.61,9.62,913.82,5950.0,9.48,166,0.2802306751992159,4,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,9.23,3.01,9.23,3.01,-0.2000000000000001,-0.9300000000000006,1520.0,220.0,1520.0,220.0,-31.0,-191.0,-0.0300000000000002,7320.0,548.0,7320.0,-480.0,13.7,7.01,13.7,-0.4700000000000006,0.0,0.0,0.0,5440.0,9.28,3.87,-0.8400000000000016,5070.0,722.0887096774194,-960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.05,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.025,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.025,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.05,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.05,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.025,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.025,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 04:30:00+00:00,1120.0,5.43,511.0,4.27,3650.0,10.53,9.4,913.68,5580.0,9.19,166,0.2802306751992159,4,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,8.86,3.01,8.86,3.01,-0.1699999999999999,-0.8700000000000001,1390.0,222.0,1390.0,222.0,-31.0,-177.0,-0.0200000000000004,8030.0,548.0,8030.0,-390.0,14.15,7.01,14.15,-0.3900000000000005,0.0,0.0,0.0,5200.0,10.2,3.86,-0.7599999999999998,6090.0,710.7368421052631,-845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.05,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.025,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.025,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.05,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.05,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.025,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.025,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 05:00:00+00:00,1090.0,5.37,504.0,4.25,3550.0,10.43,9.19,913.55,5260.0,8.93,166,0.2802306751992159,5,0.9659258262890684,0.2588190451025207,0.0,0.0,0.0,0.0,8.48,3.01,8.48,3.01,-0.1600000000000001,-0.8300000000000001,1260.0,222.0,1260.0,222.0,-27.0,-154.0,-0.0300000000000002,8420.0,548.0,8420.0,-320.0,14.39,7.01,14.39,-0.3200000000000003,0.0,0.0,0.0,4970.0,10.88,3.87,-0.6900000000000013,6903.333333333335,722.0887096774194,-760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.05,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.025,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.025,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.025,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.025,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.025,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.025,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 05:30:00+00:00,1060.0,5.32,498.0,4.23,3460.0,10.34,9.02,913.43,5000.0,8.71,166,0.2802306751992159,5,0.9659258262890684,0.2588190451025207,0.0,0.0,0.0,0.0,8.14,3.01,8.14,3.01,-0.1499999999999994,-0.8099999999999996,1170.0,224.0,1170.0,224.0,-23.0,-144.0,-0.0199999999999995,8750.0,533.0,8750.0,-270.0,14.56,6.98,14.56,-0.2699999999999996,0.0,0.0,0.0,4790.0,11.43,3.85,-0.5999999999999996,7590.0,706.528,-650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.05,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.025,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.025,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.025,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.025,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.025,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.025,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 06:00:00+00:00,1040.0,5.26,491.0,4.21,3380.0,10.25,8.85,913.32,4770.0,8.51,166,0.2802306751992159,6,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,7.83,3.09,7.83,3.09,-0.1699999999999999,-0.7700000000000005,1080.0,292.0,1080.0,292.0,-20.0,-137.0,-0.0300000000000002,9120.0,558.0,9120.0,-270.0,14.75,7.03,14.75,-0.2799999999999993,0.0,0.0,0.0,4620.0,11.86,3.89,-0.5500000000000007,8250.0,729.8666666666667,-580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.025,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.025,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.025,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 06:30:00+00:00,1020.0,5.22,484.0,4.19,3310.0,10.18,8.69,913.23,4560.0,8.33,166,0.2802306751992159,6,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,7.58,3.2,7.58,3.2,-0.1500000000000003,-0.7400000000000002,1010.0,351.0,1010.0,351.0,-20.0,-125.0,-0.0200000000000004,9410.0,585.0,9410.0,-240.0,14.89,7.08,14.89,-0.25,0.0,0.0,0.0,4460.0,12.22,3.97,-0.5,8835.0,779.8735632183908,-510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,20.3,20.3,20.3,20.3,0.0,0.0,0.0,0.025,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.025,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.025,0.0,0.0,30.2,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,25.1,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,15.9,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,17.4,17.4,0.0,0.0,0.0,0.025,0.0,0.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,28.2,28.2,28.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.4,0.0,0.0,0.0,0.025,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0
2026-06-15 07:00:00+00:00,998.0,5.18,478.0,4.17,3220.0,10.09,8.55,913.13,4380.0,8.17,166,0.2802306751992159,7,0.9659258262890684,-0.2588190451025206,0.0,0.0,0.0,0.0,7.32,3.39,7.32,3.39,-0.1400000000000005,-0.71,965.0,397.0,965.0,397.0,-20.0,-120.0,-0.0200000000000004,9510.0,602.0,9510.0,-240.0,14.94,7.11,14.94,-0.25,0.0,0.0,0.0,4311.666666666667,12.46,4.02,-0.4699999999999988,9234.000000000002,795.6782608695652,-478.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,20.3,20.3,20.3,0.0,0.0,0.0,0.0,0.0,0.0,12.775,15.0,15.0,15.0,0.0,0.0,0.0,0.025,0.0,0.0,28.7,30.7,30.7,30.7,0.0,0.0,0.0,0.0,0.0,0.0,28.8,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,23.700000000000003,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,14.15,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,15.499999999999998,17.4,17.4,17.4,0.0,0.0,0.0,0.025,0.0,0.0,26.275,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,26.2,28.2,28.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,16.525000000000002,19.1,19.1,19.1,0.0,0.0,0.0,0.025,0.0,0.0,10.700000000000001,12.4,12.4,12.4,0.0,0.0,0.0,0.0,0.0,0.0,19.15,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,22.0,22.0,22.0,0.0
2026-06-15 07:30:00+00:00,980.0,5.14,471.0,4.15,3130.0,10.0,8.41,913.05,4210.0,8.02,166,0.2802306751992159,7,0.9659258262890684,-0.2588190451025206,0.0,0.0,0.0,0.0,7.15,3.56,7.15,3.56,-0.1200000000000001,-0.6699999999999999,902.0,449.0,902.0,449.0,-20.0,-102.0,-0.0300000000000002,9430.0,613.0,9430.0,-250.0,14.9,7.13,14.9,-0.25,0.0,0.0,0.0,4180.0,12.71,4.08,-0.4399999999999995,9660.0,832.59375,-440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.299999999999999,20.3,20.3,20.3,0.0,0.0,0.0,0.0,0.0,0.0,8.325,15.0,15.0,15.0,0.0,0.0,0.0,0.025,0.0,0.0,24.7,30.7,30.7,30.7,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.2,30.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,20.900000000000002,25.1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,10.65,15.975,15.975,15.975,0.0,0.0,0.0,0.0,0.0,0.0,11.7,17.4,17.4,17.4,0.0,0.0,0.0,0.025,0.0,0.0,21.825,28.5,28.5,28.5,0.0,0.0,0.0,0.025,0.0,0.0,22.2,28.2,28.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,11.375,19.1,19.1,19.1,0.0,0.0,0.0,0.025,0.0,0.0,7.3,12.4,12.4,12.4,0.0,0.0,0.0,0.0,0.0,0.0,13.45,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,22.0,22.0,22.0,0.0
